model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,wmsp_shrink10_blondel,this project,0.3345,0.0006,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,ptrue,reference baseline,0.0365,0.1329,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,lookback,reference baseline,0.201,0.0321,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:bestw_vs_fairfloor,verdict,-0.069,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:bestw_vs_bestpooler,verdict,-0.0872,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:attention_vs_fairfloor,verdict,-0.0189,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,floor_sum,reference baseline,0.2821,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,floor_ppl,reference baseline,0.326,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,floor_min,reference baseline,0.4283,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,fair_floor,reference baseline,0.4283,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,saplma,reference baseline,0.342,0.0499,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,uniform,this project,0.2284,0.0658,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,attention,this project,0.2301,0.0106,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_norm,this project,0.1938,0.0659,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_seg_flat,this project,0.273,0.0746,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_seg_softmax,this project,0.2793,0.062,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_shrink1_5,this project,0.2643,0.0875,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_shrink2,this project,0.2762,0.0551,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_shrink10,this project,0.3182,0.0444,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_blondel,this project,0.2937,0.1107,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_shrink2_blondel,this project,0.3526,0.0214,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_shrink10_blondel,this project,0.3395,0.0088,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,ptrue,reference baseline,0.1725,0.1355,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,lookback,reference baseline,0.0791,0.1253,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,VERDICT:bestw_vs_fairfloor,verdict,-0.0764,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,VERDICT:bestw_vs_bestpooler,verdict,0.0462,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,VERDICT:attention_vs_fairfloor,verdict,-0.1226,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,floor_sum,reference baseline,0.2018,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,floor_ppl,reference baseline,-0.1736,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,floor_min,reference baseline,0.371,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,fair_floor,reference baseline,0.371,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,saplma,reference baseline,0.7127,0.0062,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,uniform,this project,0.6835,0.0006,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,attention,this project,0.7313,0.0041,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_norm,this project,0.5366,0.0761,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_seg_flat,this project,0.0233,0.0058,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_seg_softmax,this project,0.0562,0.0189,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_shrink2,this project,0.6398,0.0155,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_shrink10,this project,0.5155,0.0311,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_blondel,this project,0.6206,0.0454,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_shrink2_blondel,this project,-0.0065,0.013,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_shrink10_blondel,this project,-0.1377,0.0047,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,ptrue,reference baseline,0.514,0.031,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,lookback,reference baseline,0.5983,0.0012,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,0.2818,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.0803,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,0.3621,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa:1800,wmsp_shrink1_5,this project,0.6393303761483388,0.006466470763138,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_sum,reference baseline,0.2018,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_ppl,reference baseline,-0.1736,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_min,reference baseline,0.371,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,fair_floor,reference baseline,0.371,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,saplma,reference baseline,0.2031,0.1093,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,uniform,this project,0.1702,0.0708,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,attention,this project,0.2254,0.0616,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_norm,this project,0.1317,0.106,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_seg_flat,this project,-0.0148,0.0054,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_seg_softmax,this project,-0.0249,0.045,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2,this project,0.2308,0.0185,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink10,this project,0.0859,0.0398,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_blondel,this project,0.1491,0.0615,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2_blondel,this project,-0.1416,0.0066,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink10_blondel,this project,-0.1688,0.0021,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_fairfloor,verdict,-0.1075,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_bestpooler,verdict,0.026,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:attention_vs_fairfloor,verdict,-0.1335,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,ptrue,reference baseline,-0.0816,0.1422,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,lookback,reference baseline,-0.2508,0.077,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink1_5,this project,0.2492363713106196,0.0242732232582911,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,floor_sum,reference baseline,0.2018,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,floor_ppl,reference baseline,-0.1736,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,floor_min,reference baseline,0.371,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,fair_floor,reference baseline,0.371,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,saplma,reference baseline,0.207,0.0106,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,uniform,this project,0.2192,0.0054,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,attention,this project,0.2448,0.0063,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_norm,this project,0.2117,0.0348,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_seg_flat,this project,0.0017,0.0034,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_seg_softmax,this project,0.0096,0.0078,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_shrink2,this project,0.3056,0.039,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_shrink10,this project,0.1717,0.0068,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_blondel,this project,0.2144,0.0379,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_shrink2_blondel,this project,-0.0945,0.0103,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_shrink10_blondel,this project,-0.1584,0.0011,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,ptrue,reference baseline,0.186,0.0146,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,lookback,reference baseline,0.1092,0.0483,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_fairfloor,verdict,-0.0587,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_bestpooler,verdict,0.0675,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,VERDICT:attention_vs_fairfloor,verdict,-0.1262,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_shrink1_5,this project,0.2755889113840552,0.0169837357285422,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,floor_sum,reference baseline,-0.2049,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,floor_ppl,reference baseline,-0.1719,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,floor_min,reference baseline,-0.0149,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,fair_floor,reference baseline,-0.0149,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,saplma,reference baseline,0.538,0.0096,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,uniform,this project,0.5282,0.0036,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,attention,this project,0.577,0.0016,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_norm,this project,0.3096,0.0264,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_seg_flat,this project,-0.1595,0.0016,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_seg_softmax,this project,-0.1648,0.0007,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_shrink2,this project,0.4334,0.0087,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_shrink10,this project,0.3059,0.0215,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_blondel,this project,0.3561,0.0113,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_shrink2_blondel,this project,-0.0495,0.0163,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_shrink10_blondel,this project,-0.1539,0.0005,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,ptrue,reference baseline,0.2312,0.0505,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,lookback,reference baseline,0.4357,0.0059,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,VERDICT:bestw_vs_fairfloor,verdict,0.4625,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.1322,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,VERDICT:attention_vs_fairfloor,verdict,0.5947,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum:1800,wmsp_shrink1_5,this project,0.4184611290042904,0.0153141195036444,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,floor_sum,reference baseline,-0.2049,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,floor_ppl,reference baseline,-0.1719,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,floor_min,reference baseline,-0.0149,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,fair_floor,reference baseline,-0.0149,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,saplma,reference baseline,0.2987,0.0095,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,uniform,this project,0.2664,0.0121,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,attention,this project,0.2913,0.0073,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_norm,this project,0.141,0.0534,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_seg_flat,this project,-0.1549,0.0082,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_seg_softmax,this project,-0.1615,0.0048,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_shrink2,this project,0.1456,0.0635,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_shrink10,this project,0.0039,0.0482,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_blondel,this project,0.2116,0.0336,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_shrink2_blondel,this project,-0.1431,0.0087,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_shrink10_blondel,this project,-0.1675,0.002,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,VERDICT:bestw_vs_fairfloor,verdict,0.2709,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,VERDICT:bestw_vs_bestpooler,verdict,-0.0379,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,VERDICT:attention_vs_fairfloor,verdict,0.3088,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,ptrue,reference baseline,0.1786,0.0223,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,lookback,reference baseline,0.1558,0.0075,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_shrink1_5,this project,0.1501257823549734,0.0520243848531801,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa:1800,floor_sum,reference baseline,-0.2049,0.0,3,,corrected-span master,40,yes
